,scaffold length (bp),NG (X),Species
85,23510042,86,Dpse.GCF_009870125
86,23510042,87,Dpse.GCF_009870125
87,23510042,88,Dpse.GCF_009870125
88,23510042,89,Dpse.GCF_009870125
89,23510042,90,Dpse.GCF_009870125
90,23510042,91,Dpse.GCF_009870125
91,23510042,92,Dpse.GCF_009870125
92,23510042,93,Dpse.GCF_009870125
93,23510042,94,Dpse.GCF_009870125
94,1881070,95,Dpse.GCF_009870125
95,806708,96,Dpse.GCF_009870125
96,401457,97,Dpse.GCF_009870125
97,241509,98,Dpse.GCF_009870125
98,103992,99,Dpse.GCF_009870125
99,1117,100,Dpse.GCF_009870125
0,40478902,1,Dinn.GCF_004354385
1,40478902,2,Dinn.GCF_004354385
2,40478902,3,Dinn.GCF_004354385
3,40478902,4,Dinn.GCF_004354385
4,40478902,5,Dinn.GCF_004354385
5,40478902,6,Dinn.GCF_004354385
6,40478902,7,Dinn.GCF_004354385
7,40478902,8,Dinn.GCF_004354385
8,40478902,9,Dinn.GCF_004354385
9,40478902,10,Dinn.GCF_004354385
10,40478902,11,Dinn.GCF_004354385
11,40478902,12,Dinn.GCF_004354385
12,40478902,13,Dinn.GCF_004354385
13,40478902,14,Dinn.GCF_004354385
14,40478902,15,Dinn.GCF_004354385
15,40478902,16,Dinn.GCF_004354385
16,40478902,17,Dinn.GCF_004354385
17,40478902,18,Dinn.GCF_004354385
18,40478902,19,Dinn.GCF_004354385
19,40478902,20,Dinn.GCF_004354385
20,40478902,21,Dinn.GCF_004354385
21,40478902,22,Dinn.GCF_004354385
22,40478902,23,Dinn.GCF_004354385
23,40478902,24,Dinn.GCF_004354385
24,32746461,25,Dinn.GCF_004354385
25,32746461,26,Dinn.GCF_004354385
26,32746461,27,Dinn.GCF_004354385
27,32746461,28,Dinn.GCF_004354385
28,32746461,29,Dinn.GCF_004354385
29,32746461,30,Dinn.GCF_004354385
30,32746461,31,Dinn.GCF_004354385
31,32746461,32,Dinn.GCF_004354385
32,32746461,33,Dinn.GCF_004354385
33,32746461,34,Dinn.GCF_004354385
34,32746461,35,Dinn.GCF_004354385
35,32746461,36,Dinn.GCF_004354385
36,32746461,37,Dinn.GCF_004354385
37,32746461,38,Dinn.GCF_004354385
38,32746461,39,Dinn.GCF_004354385
39,32746461,40,Dinn.GCF_004354385
40,32746461,41,Dinn.GCF_004354385
41,32746461,42,Dinn.GCF_004354385
42,32746461,43,Dinn.GCF_004354385
43,29570363,44,Dinn.GCF_004354385
44,29570363,45,Dinn.GCF_004354385
45,29570363,46,Dinn.GCF_004354385
46,29570363,47,Dinn.GCF_004354385
47,29570363,48,Dinn.GCF_004354385
48,29570363,49,Dinn.GCF_004354385
49,29570363,50,Dinn.GCF_004354385
50,29570363,51,Dinn.GCF_004354385
51,29570363,52,Dinn.GCF_004354385
52,29570363,53,Dinn.GCF_004354385
53,29570363,54,Dinn.GCF_004354385
54,29570363,55,Dinn.GCF_004354385
55,29570363,56,Dinn.GCF_004354385
56,29570363,57,Dinn.GCF_004354385
57,29570363,58,Dinn.GCF_004354385
58,29570363,59,Dinn.GCF_004354385
59,29570363,60,Dinn.GCF_004354385
60,29570363,61,Dinn.GCF_004354385
61,27707067,62,Dinn.GCF_004354385
62,27707067,63,Dinn.GCF_004354385
63,27707067,64,Dinn.GCF_004354385
64,27707067,65,Dinn.GCF_004354385
65,27707067,66,Dinn.GCF_004354385
66,27707067,67,Dinn.GCF_004354385
67,27707067,68,Dinn.GCF_004354385
68,27707067,69,Dinn.GCF_004354385
69,27707067,70,Dinn.GCF_004354385
70,27707067,71,Dinn.GCF_004354385
71,27707067,72,Dinn.GCF_004354385
72,27707067,73,Dinn.GCF_004354385
73,27707067,74,Dinn.GCF_004354385
74,27707067,75,Dinn.GCF_004354385
75,27707067,76,Dinn.GCF_004354385
76,27707067,77,Dinn.GCF_004354385
77,25683277,78,Dinn.GCF_004354385
78,25683277,79,Dinn.GCF_004354385
79,25683277,80,Dinn.GCF_004354385
80,25683277,81,Dinn.GCF_004354385
81,25683277,82,Dinn.GCF_004354385
82,25683277,83,Dinn.GCF_004354385
83,25683277,84,Dinn.GCF_004354385
84,25683277,85,Dinn.GCF_004354385
85,25683277,86,Dinn.GCF_004354385
86,25683277,87,Dinn.GCF_004354385
87,25683277,88,Dinn.GCF_004354385
88,25683277,89,Dinn.GCF_004354385
89,25683277,90,Dinn.GCF_004354385
90,25683277,91,Dinn.GCF_004354385
91,25683277,92,Dinn.GCF_004354385
92,8036977,93,Dinn.GCF_004354385
93,8036977,94,Dinn.GCF_004354385
94,8036977,95,Dinn.GCF_004354385
95,8036977,96,Dinn.GCF_004354385
96,8036977,97,Dinn.GCF_004354385
97,2027029,98,Dinn.GCF_004354385
98,452875,99,Dinn.GCF_004354385
99,502,100,Dinn.GCF_004354385
0,23285331,1,Damb.d101g
1,23285331,2,Damb.d101g
2,23285331,3,Damb.d101g
3,23285331,4,Damb.d101g
4,23285331,5,Damb.d101g
5,23285331,6,Damb.d101g
6,23285331,7,Damb.d101g
7,23285331,8,Damb.d101g
8,23285331,9,Damb.d101g
9,23285331,10,Damb.d101g
10,23285331,11,Damb.d101g
11,23285331,12,Damb.d101g
12,23285331,13,Damb.d101g
13,23285331,14,Damb.d101g
14,21066138,15,Damb.d101g
15,21066138,16,Damb.d101g
16,21066138,17,Damb.d101g
17,21066138,18,Damb.d101g
18,21066138,19,Damb.d101g
19,21066138,20,Damb.d101g
20,21066138,21,Damb.d101g
21,21066138,22,Damb.d101g
22,21066138,23,Damb.d101g
23,21066138,24,Damb.d101g
24,21066138,25,Damb.d101g
25,21066138,26,Damb.d101g
26,21066138,27,Damb.d101g
27,16526140,28,Damb.d101g
28,16526140,29,Damb.d101g
29,16526140,30,Damb.d101g
30,16526140,31,Damb.d101g
31,16526140,32,Damb.d101g
32,16526140,33,Damb.d101g
33,16526140,34,Damb.d101g
34,16526140,35,Damb.d101g
35,16526140,36,Damb.d101g
36,16526140,37,Damb.d101g
37,12328415,38,Damb.d101g
38,12328415,39,Damb.d101g
39,12328415,40,Damb.d101g
40,12328415,41,Damb.d101g
41,12328415,42,Damb.d101g
42,12328415,43,Damb.d101g
43,12328415,44,Damb.d101g
44,12328415,45,Damb.d101g
45,11334561,46,Damb.d101g
46,11334561,47,Damb.d101g
47,11334561,48,Damb.d101g
48,11334561,49,Damb.d101g
49,11334561,50,Damb.d101g
50,11334561,51,Damb.d101g
51,11334561,52,Damb.d101g
52,9560206,53,Damb.d101g
53,9560206,54,Damb.d101g
54,9560206,55,Damb.d101g
55,9560206,56,Damb.d101g
56,9560206,57,Damb.d101g
57,9560206,58,Damb.d101g
58,7649969,59,Damb.d101g
59,7649969,60,Damb.d101g
60,7649969,61,Damb.d101g
61,7649969,62,Damb.d101g
62,7649969,63,Damb.d101g
63,7618500,64,Damb.d101g
64,7618500,65,Damb.d101g
65,7618500,66,Damb.d101g
66,7618500,67,Damb.d101g
67,6015425,68,Damb.d101g
68,6015425,69,Damb.d101g
69,6015425,70,Damb.d101g
70,6015425,71,Damb.d101g
71,4981331,72,Damb.d101g
72,4981331,73,Damb.d101g
73,4981331,74,Damb.d101g
74,3607861,75,Damb.d101g
75,3607861,76,Damb.d101g
76,3515169,77,Damb.d101g
77,3515169,78,Damb.d101g
78,3515169,79,Damb.d101g
79,2862772,80,Damb.d101g
80,2254160,81,Damb.d101g
81,2254160,82,Damb.d101g
82,2195025,83,Damb.d101g
83,2191639,84,Damb.d101g
84,2190810,85,Damb.d101g
85,2190810,86,Damb.d101g
86,2140660,87,Damb.d101g
87,1812988,88,Damb.d101g
88,1677049,89,Damb.d101g
89,1383183,90,Damb.d101g
90,1251924,91,Damb.d101g
91,1251653,92,Damb.d101g
92,1108325,93,Damb.d101g
93,712947,94,Damb.d101g
94,512548,95,Damb.d101g
95,369539,96,Damb.d101g
96,244349,97,Damb.d101g
97,123660,98,Damb.d101g
98,69404,99,Damb.d101g
99,329,100,Damb.d101g
0,48727604,1,Dbif.GCA_009664405
1,48727604,2,Dbif.GCA_009664405
2,48727604,3,Dbif.GCA_009664405
3,48727604,4,Dbif.GCA_009664405
4,48727604,5,Dbif.GCA_009664405
5,48727604,6,Dbif.GCA_009664405
6,48727604,7,Dbif.GCA_009664405
7,48727604,8,Dbif.GCA_009664405
8,48727604,9,Dbif.GCA_009664405
9,48727604,10,Dbif.GCA_009664405
10,48727604,11,Dbif.GCA_009664405
11,48727604,12,Dbif.GCA_009664405
12,48727604,13,Dbif.GCA_009664405
13,48727604,14,Dbif.GCA_009664405
14,48727604,15,Dbif.GCA_009664405
15,48727604,16,Dbif.GCA_009664405
16,48727604,17,Dbif.GCA_009664405
17,48727604,18,Dbif.GCA_009664405
18,48727604,19,Dbif.GCA_009664405
19,48727604,20,Dbif.GCA_009664405
20,48727604,21,Dbif.GCA_009664405
21,48727604,22,Dbif.GCA_009664405
22,48727604,23,Dbif.GCA_009664405
23,48727604,24,Dbif.GCA_009664405
24,48727604,25,Dbif.GCA_009664405
25,48071510,26,Dbif.GCA_009664405
26,48071510,27,Dbif.GCA_009664405
27,48071510,28,Dbif.GCA_009664405
28,48071510,29,Dbif.GCA_009664405
29,48071510,30,Dbif.GCA_009664405
30,48071510,31,Dbif.GCA_009664405
31,48071510,32,Dbif.GCA_009664405
32,48071510,33,Dbif.GCA_009664405
33,48071510,34,Dbif.GCA_009664405
34,48071510,35,Dbif.GCA_009664405
35,48071510,36,Dbif.GCA_009664405
36,48071510,37,Dbif.GCA_009664405
37,48071510,38,Dbif.GCA_009664405
38,48071510,39,Dbif.GCA_009664405
39,48071510,40,Dbif.GCA_009664405
40,48071510,41,Dbif.GCA_009664405
41,48071510,42,Dbif.GCA_009664405
42,48071510,43,Dbif.GCA_009664405
43,48071510,44,Dbif.GCA_009664405
44,48071510,45,Dbif.GCA_009664405
45,48071510,46,Dbif.GCA_009664405
46,48071510,47,Dbif.GCA_009664405
47,48071510,48,Dbif.GCA_009664405
48,48071510,49,Dbif.GCA_009664405
49,48071510,50,Dbif.GCA_009664405
50,45099064,51,Dbif.GCA_009664405
51,45099064,52,Dbif.GCA_009664405
52,45099064,53,Dbif.GCA_009664405
53,45099064,54,Dbif.GCA_009664405
54,45099064,55,Dbif.GCA_009664405
55,45099064,56,Dbif.GCA_009664405
56,45099064,57,Dbif.GCA_009664405
57,45099064,58,Dbif.GCA_009664405
58,45099064,59,Dbif.GCA_009664405
59,45099064,60,Dbif.GCA_009664405
60,45099064,61,Dbif.GCA_009664405
61,45099064,62,Dbif.GCA_009664405
62,45099064,63,Dbif.GCA_009664405
63,45099064,64,Dbif.GCA_009664405
64,45099064,65,Dbif.GCA_009664405
65,45099064,66,Dbif.GCA_009664405
66,45099064,67,Dbif.GCA_009664405
67,45099064,68,Dbif.GCA_009664405
68,45099064,69,Dbif.GCA_009664405
69,45099064,70,Dbif.GCA_009664405
70,45099064,71,Dbif.GCA_009664405
71,45099064,72,Dbif.GCA_009664405
72,45099064,73,Dbif.GCA_009664405
73,41219668,74,Dbif.GCA_009664405
74,41219668,75,Dbif.GCA_009664405
75,41219668,76,Dbif.GCA_009664405
76,41219668,77,Dbif.GCA_009664405
77,41219668,78,Dbif.GCA_009664405
78,41219668,79,Dbif.GCA_009664405
79,41219668,80,Dbif.GCA_009664405
80,41219668,81,Dbif.GCA_009664405
81,41219668,82,Dbif.GCA_009664405
82,41219668,83,Dbif.GCA_009664405
83,41219668,84,Dbif.GCA_009664405
84,41219668,85,Dbif.GCA_009664405
85,41219668,86,Dbif.GCA_009664405
86,41219668,87,Dbif.GCA_009664405
87,41219668,88,Dbif.GCA_009664405
88,41219668,89,Dbif.GCA_009664405
89,41219668,90,Dbif.GCA_009664405
90,41219668,91,Dbif.GCA_009664405
91,41219668,92,Dbif.GCA_009664405
92,41219668,93,Dbif.GCA_009664405
93,41219668,94,Dbif.GCA_009664405
94,41219668,95,Dbif.GCA_009664405
95,316285,96,Dbif.GCA_009664405
96,122399,97,Dbif.GCA_009664405
97,87695,98,Dbif.GCA_009664405
98,37449,99,Dbif.GCA_009664405
99,3034,100,Dbif.GCA_009664405
0,13505966,1,Dobs.d101g
1,13505966,2,Dobs.d101g
2,13505966,3,Dobs.d101g
3,13505966,4,Dobs.d101g
4,13505966,5,Dobs.d101g
5,13505966,6,Dobs.d101g
6,13505966,7,Dobs.d101g
7,11880451,8,Dobs.d101g
8,11880451,9,Dobs.d101g
9,11880451,10,Dobs.d101g
10,11880451,11,Dobs.d101g
11,11880451,12,Dobs.d101g
12,11880451,13,Dobs.d101g
13,11880451,14,Dobs.d101g
14,11660456,15,Dobs.d101g
15,11660456,16,Dobs.d101g
16,11660456,17,Dobs.d101g
17,11660456,18,Dobs.d101g
18,11660456,19,Dobs.d101g
19,11660456,20,Dobs.d101g
20,11558308,21,Dobs.d101g
21,11558308,22,Dobs.d101g
22,11558308,23,Dobs.d101g
23,11558308,24,Dobs.d101g
24,11558308,25,Dobs.d101g
25,11558308,26,Dobs.d101g
26,11558308,27,Dobs.d101g
27,10007629,28,Dobs.d101g
28,10007629,29,Dobs.d101g
29,10007629,30,Dobs.d101g
30,10007629,31,Dobs.d101g
31,10007629,32,Dobs.d101g
32,8243687,33,Dobs.d101g
33,8243687,34,Dobs.d101g
34,8243687,35,Dobs.d101g
35,8243687,36,Dobs.d101g
36,8243687,37,Dobs.d101g
37,7870615,38,Dobs.d101g
38,7870615,39,Dobs.d101g
39,7870615,40,Dobs.d101g
40,7870615,41,Dobs.d101g
41,5873299,42,Dobs.d101g
42,5873299,43,Dobs.d101g
43,5873299,44,Dobs.d101g
44,5438638,45,Dobs.d101g
45,5438638,46,Dobs.d101g
46,5438638,47,Dobs.d101g
47,3931141,48,Dobs.d101g
48,3931141,49,Dobs.d101g
49,3931141,50,Dobs.d101g
50,3829373,51,Dobs.d101g
51,3829373,52,Dobs.d101g
52,3793292,53,Dobs.d101g
53,3793292,54,Dobs.d101g
54,3566165,55,Dobs.d101g
55,3566165,56,Dobs.d101g
56,3461721,57,Dobs.d101g
57,3461721,58,Dobs.d101g
58,3453122,59,Dobs.d101g
59,3453122,60,Dobs.d101g
60,3355861,61,Dobs.d101g
61,3159668,62,Dobs.d101g
62,3159668,63,Dobs.d101g
63,3001326,64,Dobs.d101g
64,3001326,65,Dobs.d101g
65,2940349,66,Dobs.d101g
66,2940349,67,Dobs.d101g
67,2606046,68,Dobs.d101g
68,2509882,69,Dobs.d101g
69,2504537,70,Dobs.d101g
70,2504537,71,Dobs.d101g
71,2484116,72,Dobs.d101g
72,2385783,73,Dobs.d101g
73,2373428,74,Dobs.d101g
74,2373428,75,Dobs.d101g
75,2250631,76,Dobs.d101g
76,2169276,77,Dobs.d101g
77,2036390,78,Dobs.d101g
78,1896674,79,Dobs.d101g
79,1779466,80,Dobs.d101g
80,1687428,81,Dobs.d101g
81,1598006,82,Dobs.d101g
82,1595064,83,Dobs.d101g
83,1569909,84,Dobs.d101g
84,1522608,85,Dobs.d101g
85,1449221,86,Dobs.d101g
86,1252621,87,Dobs.d101g
87,1025760,88,Dobs.d101g
88,930393,89,Dobs.d101g
89,828458,90,Dobs.d101g
90,785281,91,Dobs.d101g
91,701670,92,Dobs.d101g
92,603311,93,Dobs.d101g
93,488138,94,Dobs.d101g
94,468736,95,Dobs.d101g
95,332290,96,Dobs.d101g
96,257600,97,Dobs.d101g
97,174365,98,Dobs.d101g
98,89358,99,Dobs.d101g
99,357,100,Dobs.d101g
0,13505966,1,Dobs.GCF_018151105
1,13505966,2,Dobs.GCF_018151105
2,13505966,3,Dobs.GCF_018151105
3,13505966,4,Dobs.GCF_018151105
4,13505966,5,Dobs.GCF_018151105
5,13505966,6,Dobs.GCF_018151105
6,13505966,7,Dobs.GCF_018151105
7,11880451,8,Dobs.GCF_018151105
8,11880451,9,Dobs.GCF_018151105
9,11880451,10,Dobs.GCF_018151105
10,11880451,11,Dobs.GCF_018151105
11,11880451,12,Dobs.GCF_018151105
12,11880451,13,Dobs.GCF_018151105
13,11880451,14,Dobs.GCF_018151105
14,11660456,15,Dobs.GCF_018151105
15,11660456,16,Dobs.GCF_018151105
16,11660456,17,Dobs.GCF_018151105
17,11660456,18,Dobs.GCF_018151105
18,11660456,19,Dobs.GCF_018151105
19,11660456,20,Dobs.GCF_018151105
20,11558308,21,Dobs.GCF_018151105
21,11558308,22,Dobs.GCF_018151105
22,11558308,23,Dobs.GCF_018151105
23,11558308,24,Dobs.GCF_018151105
24,11558308,25,Dobs.GCF_018151105
25,11558308,26,Dobs.GCF_018151105
26,11558308,27,Dobs.GCF_018151105
27,10007629,28,Dobs.GCF_018151105
28,10007629,29,Dobs.GCF_018151105
29,10007629,30,Dobs.GCF_018151105
30,10007629,31,Dobs.GCF_018151105
31,10007629,32,Dobs.GCF_018151105
32,8243687,33,Dobs.GCF_018151105
33,8243687,34,Dobs.GCF_018151105
34,8243687,35,Dobs.GCF_018151105
35,8243687,36,Dobs.GCF_018151105
36,8243687,37,Dobs.GCF_018151105
37,7870615,38,Dobs.GCF_018151105
38,7870615,39,Dobs.GCF_018151105
39,7870615,40,Dobs.GCF_018151105
40,7870615,41,Dobs.GCF_018151105
41,5873299,42,Dobs.GCF_018151105
42,5873299,43,Dobs.GCF_018151105
43,5873299,44,Dobs.GCF_018151105
44,5438638,45,Dobs.GCF_018151105
45,5438638,46,Dobs.GCF_018151105
46,5438638,47,Dobs.GCF_018151105
47,3931141,48,Dobs.GCF_018151105
48,3931141,49,Dobs.GCF_018151105
49,3931141,50,Dobs.GCF_018151105
50,3829373,51,Dobs.GCF_018151105
51,3829373,52,Dobs.GCF_018151105
52,3793292,53,Dobs.GCF_018151105
53,3793292,54,Dobs.GCF_018151105
54,3566165,55,Dobs.GCF_018151105
55,3566165,56,Dobs.GCF_018151105
56,3461721,57,Dobs.GCF_018151105
57,3461721,58,Dobs.GCF_018151105
58,3453122,59,Dobs.GCF_018151105
59,3453122,60,Dobs.GCF_018151105
60,3355861,61,Dobs.GCF_018151105
61,3159668,62,Dobs.GCF_018151105
62,3159668,63,Dobs.GCF_018151105
63,3001326,64,Dobs.GCF_018151105
64,3001326,65,Dobs.GCF_018151105
65,2940349,66,Dobs.GCF_018151105
66,2940349,67,Dobs.GCF_018151105
67,2606046,68,Dobs.GCF_018151105
68,2509882,69,Dobs.GCF_018151105
69,2504537,70,Dobs.GCF_018151105
70,2504537,71,Dobs.GCF_018151105
71,2484116,72,Dobs.GCF_018151105
72,2385783,73,Dobs.GCF_018151105
73,2373428,74,Dobs.GCF_018151105
74,2373428,75,Dobs.GCF_018151105
75,2250631,76,Dobs.GCF_018151105
76,2169276,77,Dobs.GCF_018151105
77,2036390,78,Dobs.GCF_018151105
78,1896674,79,Dobs.GCF_018151105
79,1779466,80,Dobs.GCF_018151105
80,1687428,81,Dobs.GCF_018151105
81,1598006,82,Dobs.GCF_018151105
82,1595064,83,Dobs.GCF_018151105
83,1569909,84,Dobs.GCF_018151105
84,1522608,85,Dobs.GCF_018151105
85,1449221,86,Dobs.GCF_018151105
86,1252621,87,Dobs.GCF_018151105
87,1025760,88,Dobs.GCF_018151105
88,930393,89,Dobs.GCF_018151105
89,828458,90,Dobs.GCF_018151105
90,785281,91,Dobs.GCF_018151105
91,701670,92,Dobs.GCF_018151105
92,603311,93,Dobs.GCF_018151105
93,488138,94,Dobs.GCF_018151105
94,468736,95,Dobs.GCF_018151105
95,332290,96,Dobs.GCF_018151105
96,257600,97,Dobs.GCF_018151105
97,174365,98,Dobs.GCF_018151105
98,89358,99,Dobs.GCF_018151105
99,357,100,Dobs.GCF_018151105
0,18023399,1,Dtris.d101g
1,18023399,2,Dtris.d101g
2,18023399,3,Dtris.d101g
3,18023399,4,Dtris.d101g
4,18023399,5,Dtris.d101g
5,18023399,6,Dtris.d101g
6,18023399,7,Dtris.d101g
7,18023399,8,Dtris.d101g
8,18023399,9,Dtris.d101g
9,18023399,10,Dtris.d101g
10,18023399,11,Dtris.d101g
11,16149102,12,Dtris.d101g
12,16149102,13,Dtris.d101g
13,16149102,14,Dtris.d101g
14,16149102,15,Dtris.d101g
15,16149102,16,Dtris.d101g
16,16149102,17,Dtris.d101g
17,16149102,18,Dtris.d101g
18,16149102,19,Dtris.d101g
19,16149102,20,Dtris.d101g
20,16149102,21,Dtris.d101g
21,9425309,22,Dtris.d101g
22,9425309,23,Dtris.d101g
23,9425309,24,Dtris.d101g
24,9425309,25,Dtris.d101g
25,9425309,26,Dtris.d101g
26,9425309,27,Dtris.d101g
27,7585732,28,Dtris.d101g
28,7585732,29,Dtris.d101g
29,7585732,30,Dtris.d101g
30,7585732,31,Dtris.d101g
31,7585732,32,Dtris.d101g
32,7152612,33,Dtris.d101g
33,7152612,34,Dtris.d101g
34,7152612,35,Dtris.d101g
35,7152612,36,Dtris.d101g
36,6413432,37,Dtris.d101g
37,6413432,38,Dtris.d101g
38,6413432,39,Dtris.d101g
39,6413432,40,Dtris.d101g
40,5966913,41,Dtris.d101g
41,5966913,42,Dtris.d101g
42,5966913,43,Dtris.d101g
43,5966913,44,Dtris.d101g
44,5773358,45,Dtris.d101g
45,5773358,46,Dtris.d101g
46,5773358,47,Dtris.d101g
47,5773358,48,Dtris.d101g
48,5059044,49,Dtris.d101g
49,5059044,50,Dtris.d101g
50,5059044,51,Dtris.d101g
51,5007931,52,Dtris.d101g
52,5007931,53,Dtris.d101g
53,5007931,54,Dtris.d101g
54,4897221,55,Dtris.d101g
55,4897221,56,Dtris.d101g
56,4897221,57,Dtris.d101g
57,4642992,58,Dtris.d101g
58,4642992,59,Dtris.d101g
59,4642992,60,Dtris.d101g
60,4274496,61,Dtris.d101g
61,4274496,62,Dtris.d101g
62,4274496,63,Dtris.d101g
63,3781333,64,Dtris.d101g
64,3781333,65,Dtris.d101g
65,3692278,66,Dtris.d101g
66,3692278,67,Dtris.d101g
67,3692278,68,Dtris.d101g
68,3663932,69,Dtris.d101g
69,3663932,70,Dtris.d101g
70,3346567,71,Dtris.d101g
71,3346567,72,Dtris.d101g
72,2760188,73,Dtris.d101g
73,2760188,74,Dtris.d101g
74,2534455,75,Dtris.d101g
75,2261255,76,Dtris.d101g
76,2261255,77,Dtris.d101g
77,1979677,78,Dtris.d101g
78,1968449,79,Dtris.d101g
79,1575059,80,Dtris.d101g
80,1422023,81,Dtris.d101g
81,1388493,82,Dtris.d101g
82,1351697,83,Dtris.d101g
83,1315830,84,Dtris.d101g
84,1292638,85,Dtris.d101g
85,1221166,86,Dtris.d101g
86,1192744,87,Dtris.d101g
87,993217,88,Dtris.d101g
88,907398,89,Dtris.d101g
89,808753,90,Dtris.d101g
90,484677,91,Dtris.d101g
91,405890,92,Dtris.d101g
92,368083,93,Dtris.d101g
93,303061,94,Dtris.d101g
94,223812,95,Dtris.d101g
95,167029,96,Dtris.d101g
96,127287,97,Dtris.d101g
97,98043,98,Dtris.d101g
98,50693,99,Dtris.d101g
99,374,100,Dtris.d101g
